wavelength,reflectance
704.223,10.72
704.546,11.71
704.869,12.05
705.192,9.51
705.515,11.27
705.838,10.6
706.161,10.64
706.484,10.52
706.807,13.81
707.13,10.6
707.453,12.88
707.776,11.87
708.099,9.81
708.421,11.94
708.744,10.74
709.067,11.38
709.389,10.89
709.712,11.87
710.034,10.49
710.357,13.33
710.679,10.66
711.001,10.69
711.324,13.15
711.646,11.42
711.968,11.71
712.29,10.91
712.612,12.33
712.935,11.1
713.257,13.26
713.579,13.86
713.9,13.61
714.222,13.05
714.544,13.05
714.866,9.57
715.188,11.56
715.509,12.55
715.831,10.37
716.153,11.38
716.474,12.32
716.796,10.32
717.117,9.54
717.439,10.57
717.76,12.2
718.081,10.19
718.403,10.13
718.724,12.35
719.045,10.16
719.366,14.14
719.687,13.31
720.009,11.53
720.33,12.84
720.651,12.59
720.971,12.97
721.292,13.45
721.613,13.84
721.934,11.8
722.255,10.32
722.575,11.66
722.896,12.91
723.217,13.67
723.537,12.84
723.858,10.94
724.178,14.08
724.499,12.75
724.819,14.28
725.139,16.76
725.46,14.71
725.78,11.01
726.1,11.39
726.42,15.06
726.74,11.74
727.06,13.21
727.38,10.56
727.7,13.62
728.02,11.69
728.34,11.71
728.66,14.39
728.98,12.6
729.299,10.87
729.619,13.83
729.939,9.35
730.258,13.39
730.578,11.94
730.897,10.84
731.217,12.33
731.536,14.54
731.856,13.44
732.175,13.28
732.494,14.59
732.814,13.02
733.133,14.85
733.452,10.44
733.771,12.83
734.09,13.09
734.409,14.07
734.728,11.6
735.047,12.16
735.366,12.29
735.684,15.06
736.003,12.17
736.322,9.55
736.641,12.42
736.959,14.07
737.278,11.25
737.596,12.6
737.915,9.61
738.233,12.87
738.552,15.14
738.87,10.32
739.188,13.6
739.507,14.73
739.825,14.53
740.143,13.16
740.461,13.06
740.779,15.21
741.097,9.49
741.415,10.75
741.733,13.62
742.051,13.69
742.369,14.49
742.687,15.06
743.004,11.9
743.322,17.04
743.64,15.81
743.957,14.63
744.275,14.28
744.593,14.4
744.91,15.26
745.227,12.67
745.545,13.24
745.862,12.97
746.179,11.3
746.497,15.18
746.814,13.21
747.131,13.59
747.448,13.92
747.765,14.41
748.082,17.26
748.399,18.25
748.716,14
749.033,15.55
749.35,14.57
