wavelength,reflectance
788.588,26.22
788.899,26.29
789.209,26.2
789.52,26.05
789.831,25.99
790.142,25.97
790.453,26.09
790.763,26.08
791.074,26.17
791.385,26.25
791.695,26.27
792.006,26.45
792.316,26.49
792.626,26.49
792.937,26.58
793.247,26.7
793.557,26.93
793.868,27.11
794.178,27.12
794.488,27.22
794.798,27.29
795.108,27.37
795.418,27.37
795.728,27.37
796.038,27.36
796.348,27.3
796.657,27.37
796.967,27.11
797.277,26.81
797.587,26.66
797.896,26.46
798.206,26.44
798.515,26.47
798.825,26.39
799.134,26.36
799.444,26.53
799.753,26.73
800.062,26.78
800.371,26.87
800.681,26.96
800.99,26.97
801.299,27.13
801.608,26.98
801.917,26.94
802.226,27.21
802.535,27.26
802.844,27.29
803.152,27.25
803.461,27.15
803.77,27.16
804.078,27.24
804.387,27.25
804.696,27.15
805.004,27.07
805.313,26.95
805.621,26.89
805.93,26.96
806.238,26.82
806.546,26.7
806.854,26.89
807.163,26.9
807.471,27.07
807.779,27.35
808.087,27.36
808.395,27.38
808.703,27.46
809.011,27.44
809.319,27.42
809.626,27.47
809.934,27.63
810.242,27.35
810.55,27.3
810.857,27.35
811.165,27.06
811.472,27.11
811.78,27.45
812.087,27.56
812.395,27.43
812.702,27.36
813.009,27.31
813.317,27.1
813.624,27.26
813.931,27.25
814.238,27.11
814.545,27.13
814.852,27.13
815.159,27.05
815.466,26.89
815.773,26.67
816.08,26.77
816.387,26.93
816.693,26.97
817,27.04
817.307,27.37
817.613,27.28
817.92,27.61
818.226,27.58
818.533,27.59
818.839,27.6
819.146,28.15
819.452,28.45
819.758,28.46
820.064,28.57
820.371,28.53
820.677,28.5
820.983,28.47
821.289,28.21
821.595,27.98
821.901,28.15
822.207,28.3
822.512,27.71
822.818,27.35
823.124,27.4
823.43,27.32
823.735,27.27
824.041,27.16
824.347,27.45
824.652,27.23
824.957,27.69
825.263,27.27
825.568,27.22
825.874,27.46
826.179,27.19
826.484,26.88
826.789,26.83
827.094,26.92
827.399,26.99
827.705,27.23
828.01,27.42
828.314,27.1
828.619,27.51
828.924,27.26
829.229,27.2
829.534,27.76
829.838,28
830.143,28.2
830.448,28.53
830.752,28.71
831.057,28.07
831.361,28.38
831.666,28.49
831.97,28.44
832.274,28.58
832.579,28.77
832.883,28.04
833.187,27.98
833.491,27.77
833.795,27.32
834.099,27.01
834.403,27.27
834.707,26.83
835.011,26.88
835.315,26.85
835.619,26.79
835.923,26.92
836.226,27.17
836.53,27.25
836.834,27.3
837.137,27.56
837.441,27.71
837.744,28.36
838.048,28.57
838.351,28.4
838.654,28.46
838.958,28.77
839.261,28.68
839.564,29.65
839.867,29.58
840.17,29.51
840.473,29.33
840.776,28.69
841.079,27.88
841.382,27.61
841.685,27.75
841.988,27.59
842.291,27.47
842.593,27.12
842.896,26.49
843.199,26.65
843.501,26.98
843.804,26.91
844.106,28.07
844.409,28
844.711,28.49
845.013,28.54
845.316,28.57
845.618,28.53
845.92,28.62
846.222,28.61
846.524,28.25
846.826,27.94
847.128,27.89
847.43,27.15
847.732,27.03
848.034,26.17
848.336,26.02
848.638,25.96
848.939,26.3
849.241,26.51
849.543,26.69
849.844,27.02
850.146,27.6
850.447,28.12
850.749,28.65
851.05,29.14
851.351,29.84
851.653,30.26
851.954,30.27
852.255,29.75
852.556,29.78
852.857,29.2
853.158,29.06
853.459,28.32
853.76,27.84
854.061,28.05
854.362,27.48
854.663,27.57
854.964,27.39
855.264,27.66
855.565,27.84
855.866,27.39
856.166,27.02
856.467,27.45
856.767,28.19
857.068,28.73
857.368,28.3
857.668,28.39
857.969,28.08
858.269,27.8
858.569,27.58
858.869,27.43
859.169,27.61
859.469,28.32
859.769,28.2
860.069,27.58
860.369,26.64
860.669,26.59
860.969,26.86
861.269,27.22
861.568,27.53
861.868,27.74
862.168,27.59
862.467,27.15
862.767,26.67
863.066,26.51
863.366,26.64
863.665,26.99
863.964,27.81
864.264,27.49
864.563,27.62
864.862,27.53
865.161,27.56
865.46,27.79
865.759,28.17
866.058,28.55
866.357,28.36
866.656,28.78
866.955,29.09
867.254,28.44
867.552,28.98
867.851,28.77
868.15,28.86
868.448,28.19
868.747,28.45
869.045,28.36
869.344,28.38
869.642,28.9
869.941,28.85
870.239,28.11
870.537,28.22
870.836,28.64
871.134,28.37
871.432,27.89
871.73,28.5
872.028,28.74
872.326,29.8
872.624,29.82
872.922,28.79
873.22,29.01
873.517,29.76
873.815,30.37
874.113,29.92
874.411,30.3
874.708,30.35
875.006,29.77
875.303,29.45
875.601,28.78
875.898,28.75
876.195,29.98
876.493,29.72
876.79,29.5
877.087,28.35
877.384,28.23
877.682,28.71
877.979,28.78
878.276,29.36
878.573,29.45
878.87,29.67
879.166,29.73
879.463,29.14
